movieId,title,genres,item_idx
1387,Jaws (1975),Action|Horror,1205
1388,Jaws 2 (1978),Horror|Thriller,1206
1389,Jaws 3-D (1983),Action|Horror,1207
1390,My Fellow Americans (1996),Comedy,1208
1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi,1209
1392,Citizen Ruth (1996),Comedy|Drama,1210
1393,Jerry Maguire (1996),Drama|Romance,1211
1394,Raising Arizona (1987),Comedy,1212
1395,Tin Men (1987),Comedy|Drama,1213
1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,1214
1397,Bastard Out of Carolina (1996),Drama,1215
1398,In Love and War (1996),Romance|War,1216
1399,Marvin's Room (1996),Drama,1217
1401,Ghosts of Mississippi (1996),Drama,1218
1404,Night Falls on Manhattan (1996),Crime|Drama,1219
1405,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime,1220
1406,La Cérémonie (1995),Crime|Drama|Mystery|Thriller,1221
1407,Scream (1996),Comedy|Horror|Mystery|Thriller,1222
1408,"Last of the Mohicans, The (1992)",Action|Romance|War|Western,1223
1409,Michael (1996),Comedy|Drama|Fantasy|Romance,1224
1410,"Evening Star, The (1996)",Comedy|Drama,1225
1411,Hamlet (1996),Crime|Drama|Romance,1226
1412,Some Mother's Son (1996),Drama,1227
1413,"Whole Wide World, The (1996)",Drama,1228
1414,Mother (1996),Comedy,1229
1415,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance,1230
1416,Evita (1996),Drama|Musical,1231
1417,"Portrait of a Lady, The (1996)",Drama,1232
1419,Walkabout (1971),Adventure|Drama,1233
1420,Message to Love: The Isle of Wight Festival (1996),Documentary,1234
1421,Grateful Dead (1995),Documentary,1235
1422,Murder at 1600 (1997),Crime|Drama|Mystery|Thriller,1236
1423,Hearts and Minds (1996),Drama,1237
1425,Fierce Creatures (1997),Comedy,1238
1426,Zeus and Roxanne (1997),Children,1239
1427,Turbulence (1997),Action|Thriller,1240
1428,Angel Baby (1995),Drama,1241
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),Action|Adventure|Comedy|Thriller,1242
1430,Underworld (1996),Comedy|Thriller,1243
1431,Beverly Hills Ninja (1997),Action|Comedy,1244
1432,Metro (1997),Action|Comedy|Crime|Drama|Thriller,1245
1434,"Stranger, The (1994)",Action,1246
1437,"Cement Garden, The (1993)",Drama,1247
1438,Dante's Peak (1997),Action|Thriller,1248
1439,Meet Wally Sparks (1997),Comedy,1249
1440,Amos & Andrew (1993),Comedy,1250
1441,Benny & Joon (1993),Comedy|Romance,1251
1442,Prefontaine (1997),Drama,1252
1444,Guantanamera (1994),Comedy,1253
1445,McHale's Navy (1997),Comedy|War,1254
1446,Kolya (Kolja) (1996),Comedy|Drama,1255
1447,Gridlock'd (1997),Crime,1256
1449,Waiting for Guffman (1996),Comedy,1257
1450,Prisoner of the Mountains (Kavkazsky plennik) (1996),War,1258
1453,"Beautician and the Beast, The (1997)",Comedy|Romance,1259
1454,SubUrbia (1997),Comedy|Drama,1260
1455,Hotel de Love (1996),Comedy|Romance,1261
1456,"Pest, The (1997)",Comedy,1262
1457,Fools Rush In (1997),Comedy|Drama|Romance,1263
1458,Touch (1997),Drama|Fantasy|Romance,1264
1459,Absolute Power (1997),Mystery|Thriller,1265
1460,That Darn Cat (1997),Children|Comedy|Mystery,1266
1461,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),Comedy,1267
1463,That Old Feeling (1997),Comedy|Romance,1268
1464,Lost Highway (1997),Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,1269
1465,Rosewood (1997),Action|Drama,1270
1466,Donnie Brasco (1997),Crime|Drama,1271
1468,Booty Call (1997),Comedy|Romance,1272
1470,Rhyme & Reason (1997),Documentary,1273
1471,Boys Life 2 (1997),Drama,1274
1472,City of Industry (1997),Crime|Thriller,1275
1473,Best Men (1997),Action|Comedy|Crime|Drama,1276
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children|Comedy,1277
1475,Kama Sutra: A Tale of Love (1996),Romance,1278
1476,Private Parts (1997),Comedy|Drama,1279
1477,Love Jones (1997),Romance,1280
1479,"Saint, The (1997)",Action|Romance|Sci-Fi|Thriller,1281
1480,Smilla's Sense of Snow (1997),Drama|Thriller,1282
1482,"Van, The (1996)",Comedy|Drama,1283
1483,Crash (1996),Drama|Thriller,1284
1484,"Daytrippers, The (1996)",Comedy|Drama|Mystery|Romance,1285
1485,Liar Liar (1997),Comedy,1286
1486,"Quiet Room, The (1996)",Drama,1287
1487,Selena (1997),Drama|Musical,1288
1488,"Devil's Own, The (1997)",Action|Drama|Thriller,1289
1489,Cats Don't Dance (1997),Animation|Children|Musical,1290
1490,B*A*P*S (1997),Comedy,1291
1493,Love and Other Catastrophes (1996),Romance,1292
1495,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children,1293
1496,Anna Karenina (1997),Drama|Romance,1294
1497,Double Team (1997),Action,1295
1498,Inventing the Abbotts (1997),Drama|Romance,1296
1499,Anaconda (1997),Action|Adventure|Thriller,1297
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance,1298
1501,Keys to Tulsa (1997),Crime,1299
1502,Kissed (1996),Drama|Romance,1300
1503,8 Heads in a Duffel Bag (1997),Comedy,1301
1504,Hollow Reed (1996),Drama,1302
1507,Paradise Road (1997),Drama|War,1303
1508,Traveller (1997),Drama,1304
1509,All Over Me (1997),Drama,1305
1511,"Chef in Love, A (Shekvarebuli kulinaris ataserti retsepti) (1997)",Comedy|Romance,1306
1513,Romy and Michele's High School Reunion (1997),Comedy,1307
1514,Temptress Moon (Feng Yue) (1996),Romance,1308
1515,Volcano (1997),Action|Drama|Thriller,1309
1516,Children of the Revolution (1996),Comedy,1310
1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy,1311
1518,Breakdown (1997),Action|Thriller,1312
1519,Broken English (1996),Drama,1313
1520,Commandments (1997),Romance,1314
1523,"Truth or Consequences, N.M. (1997)",Action|Crime|Romance,1315
1525,Warriors of Virtue (1997),Action|Adventure|Children|Fantasy,1316
1526,Fathers' Day (1997),Comedy,1317
1527,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi,1318
1529,Nowhere (1997),Comedy|Drama,1319
1531,Losing Chase (1996),Drama,1320
1533,"Promise, The (La promesse) (1996)",Drama,1321
1534,"Bonheur, Le (1965)",Drama,1322
1535,Love! Valour! Compassion! (1997),Drama|Romance,1323
1537,Shall We Dance? (Shall We Dansu?) (1996),Comedy|Drama|Romance,1324
1538,"Second Jungle Book: Mowgli & Baloo, The (1997)",Adventure|Children,1325
1539,Twin Town (1997),Comedy|Crime,1326
1541,Addicted to Love (1997),Comedy|Romance,1327
1542,Brassed Off (1996),Comedy|Drama|Romance,1328
1543,"Designated Mourner, The (1997)",Drama,1329
1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,1330
1545,Ponette (1996),Drama,1331
1546,Schizopolis (1996),Comedy,1332
1547,Shiloh (1997),Children|Drama,1333
1549,Rough Magic (1995),Drama|Romance,1334
1550,Trial and Error (1997),Comedy|Romance,1335
1551,Buddy (1997),Adventure|Children|Drama,1336
1552,Con Air (1997),Action|Adventure|Thriller,1337
1554,"Pillow Book, The (1996)",Drama|Romance,1338
1555,"To Have, or Not (En avoir (ou pas)) (1995)",Drama,1339
1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller,1340
1562,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller,1341
1563,Dream With the Fishes (1997),Drama,1342
1564,For Roseanna (Roseanna's Grave) (1997),Comedy|Drama|Romance,1343
1565,Head Above Water (1996),Comedy|Thriller,1344
1566,Hercules (1997),Adventure|Animation|Children|Comedy|Musical,1345
1569,My Best Friend's Wedding (1997),Comedy|Romance,1346
1570,Tetsuo II: Body Hammer (1992),Horror|Sci-Fi,1347
1571,When the Cat's Away (Chacun cherche son chat) (1996),Comedy|Romance,1348
1572,"Contempt (Mépris, Le) (1963)",Drama,1349
1573,Face/Off (1997),Action|Crime|Drama|Thriller,1350
1574,Fall (1997),Romance,1351
1575,Gabbeh (1996),Drama,1352
1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,1353
1581,Out to Sea (1997),Comedy,1354
1582,Wild America (1997),Adventure|Children,1355
1583,"Simple Wish, A (1997)",Children|Fantasy,1356
1584,Contact (1997),Drama|Sci-Fi,1357
1585,Love Serenade (1996),Comedy,1358
1586,G.I. Jane (1997),Action|Drama,1359
1587,Conan the Barbarian (1982),Action|Adventure|Fantasy,1360
1588,George of the Jungle (1997),Children|Comedy,1361
1589,Cop Land (1997),Action|Crime|Drama|Thriller,1362
1590,Event Horizon (1997),Horror|Sci-Fi|Thriller,1363
1591,Spawn (1997),Action|Adventure|Sci-Fi|Thriller,1364
1592,Air Bud (1997),Children|Comedy,1365
1593,Picture Perfect (1997),Comedy|Romance,1366
1594,In the Company of Men (1997),Comedy|Drama,1367
1595,Free Willy 3: The Rescue (1997),Adventure|Children|Drama,1368
1596,Career Girls (1997),Drama,1369
1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller,1370
1598,Desperate Measures (1998),Crime|Drama|Thriller,1371
1599,Steel (1997),Action,1372
1600,She's So Lovely (1997),Drama|Romance,1373
1601,Hoodlum (1997),Crime|Drama|Film-Noir,1374
1602,Leave It to Beaver (1997),Comedy,1375
1603,Mimic (1997),Horror|Sci-Fi|Thriller,1376
1604,Money Talks (1997),Action|Comedy,1377
1605,Excess Baggage (1997),Adventure|Romance,1378
1606,Kull the Conqueror (1997),Action|Adventure,1379
1608,Air Force One (1997),Action|Thriller,1380
1609,187 (One Eight Seven) (1997),Drama|Thriller,1381
1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller,1382
1611,My Own Private Idaho (1991),Drama|Romance,1383
1612,"Kiss Me, Guido (1997)",Comedy,1384
1613,Star Maps (1997),Drama,1385
1614,In & Out (1997),Comedy,1386
1615,"Edge, The (1997)",Adventure|Drama,1387
1616,"Peacemaker, The (1997)",Action|Thriller|War,1388
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,1389
1619,Seven Years in Tibet (1997),Adventure|Drama|War,1390
1620,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller,1391
1621,Soul Food (1997),Drama,1392
1623,Wishmaster (1997),Horror,1393
1624,"Thousand Acres, A (1997)",Drama,1394
1625,"Game, The (1997)",Drama|Mystery|Thriller,1395
1626,Fire Down Below (1997),Action|Drama|Thriller,1396
1627,U Turn (1997),Crime|Drama|Mystery,1397
1629,"MatchMaker, The (1997)",Comedy|Romance,1398
1631,"Assignment, The (1997)",Action|Thriller,1399
1632,"Smile Like Yours, A (1997)",Comedy|Romance,1400
1633,Ulee's Gold (1997),Drama,1401
1635,"Ice Storm, The (1997)",Drama,1402
1639,Chasing Amy (1997),Comedy|Drama|Romance,1403
1640,How to Be a Player (1997),Comedy,1404
1641,"Full Monty, The (1997)",Comedy|Drama,1405
1642,Indian Summer (a.k.a. Alive & Kicking) (1996),Comedy|Drama,1406
1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",Drama|Romance,1407
1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller,1408
1645,The Devil's Advocate (1997),Drama|Mystery|Thriller,1409
1646,RocketMan (a.k.a. Rocket Man) (1997),Children|Comedy|Romance|Sci-Fi,1410
1647,Playing God (1997),Crime|Drama|Thriller,1411
1648,"House of Yes, The (1997)",Comedy|Drama,1412
1649,"Fast, Cheap & Out of Control (1997)",Documentary,1413
1650,Washington Square (1997),Drama,1414
1651,Telling Lies in America (1997),Drama,1415
1652,Year of the Horse (1997),Documentary,1416
1653,Gattaca (1997),Drama|Sci-Fi|Thriller,1417
1654,FairyTale: A True Story (1997),Children|Drama|Fantasy,1418
1655,Phantoms (1998),Drama|Horror|Thriller,1419
1656,Swept from the Sea (1997),Drama|Romance,1420
1657,Wonderland (1997),Comedy|Documentary,1421
1658,"Life Less Ordinary, A (1997)",Romance|Thriller,1422
1659,Hurricane Streets (1997),Drama,1423
1660,Eve's Bayou (1997),Drama,1424
1661,Switchback (1997),Crime|Mystery|Thriller,1425
1662,Gang Related (1997),Crime,1426
1663,Stripes (1981),Comedy|War,1427
1664,Nenette and Boni (Nénette et Boni) (1996),Drama,1428
1665,Bean (1997),Comedy,1429
1666,Hugo Pool (1997),Romance,1430
1667,Mad City (1997),Action|Drama,1431
1668,One Night Stand (1997),Drama,1432
1669,"Tango Lesson, The (1997)",Romance,1433
1670,Welcome to Sarajevo (1997),Drama|War,1434
1671,Deceiver (1997),Crime|Drama|Thriller,1435
1672,"Rainmaker, The (1997)",Drama,1436
1673,Boogie Nights (1997),Drama,1437
1674,Witness (1985),Drama|Romance|Thriller,1438
1675,Incognito (1997),Crime|Thriller,1439
1676,Starship Troopers (1997),Action|Sci-Fi,1440
1677,Critical Care (1997),Comedy|Drama,1441
1678,"Joy Luck Club, The (1993)",Drama|Romance,1442
1680,Sliding Doors (1998),Drama|Romance,1443
1681,Mortal Kombat: Annihilation (1997),Action|Adventure|Fantasy,1444
1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,1445
1683,"Wings of the Dove, The (1997)",Drama|Romance,1446
1684,Mrs. Dalloway (1997),Drama|Romance,1447
1685,"I Love You, I Love You Not (1996)",Drama|Romance,1448
1686,Red Corner (1997),Crime|Thriller,1449
1687,"Jackal, The (1997)",Action|Thriller,1450
1688,Anastasia (1997),Adventure|Animation|Children|Drama|Musical,1451
1689,"Man Who Knew Too Little, The (1997)",Comedy|Crime|Thriller,1452
1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi,1453
1692,Alien Escape (1995),Horror|Sci-Fi,1454
1693,Amistad (1997),Drama|Mystery,1455
1694,"Apostle, The (1997)",Drama,1456
1695,Artemisia (1997),Drama,1457
1696,Bent (1997),Drama|War,1458
1699,"Butcher Boy, The (1997)",Comedy|Drama,1459
1701,Deconstructing Harry (1997),Comedy|Drama,1460
1702,Flubber (1997),Children|Comedy|Fantasy,1461
1703,For Richer or Poorer (1997),Comedy,1462
1704,Good Will Hunting (1997),Drama|Romance,1463
1707,Home Alone 3 (1997),Children|Comedy,1464
1711,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery,1465
1713,Mouse Hunt (1997),Children|Comedy,1466
1715,Office Killer (1997),Thriller,1467
1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller,1468
1719,"Sweet Hereafter, The (1997)",Drama,1469
1721,Titanic (1997),Drama|Romance,1470
1722,Tomorrow Never Dies (1997),Action|Adventure|Thriller,1471
1725,"Education of Little Tree, The (1997)",Drama,1472
1726,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi,1473
1727,"Horse Whisperer, The (1998)",Drama|Romance,1474
1728,"Winter Guest, The (1997)",Drama,1475
1729,Jackie Brown (1997),Crime|Drama|Thriller,1476
1730,Kundun (1997),Drama,1477
1731,Mr. Magoo (1997),Comedy,1478
1732,"Big Lebowski, The (1998)",Comedy|Crime,1479
1733,Afterglow (1997),Drama|Romance,1480
1734,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama,1481
1735,Great Expectations (1998),Drama|Romance,1482
1739,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children|Comedy,1483
1743,Arguing the World (1998),Documentary,1484
1744,Firestorm (1998),Action|Adventure|Thriller,1485
1746,Senseless (1998),Comedy,1486
1747,Wag the Dog (1997),Comedy,1487
1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,1488
1749,The Leading Man (1996),Drama|Romance|Thriller,1489
1750,Star Kid (1997),Adventure|Children|Fantasy|Sci-Fi,1490
1752,Hard Rain (1998),Action|Crime|Thriller,1491
1753,Half Baked (1998),Comedy,1492
1754,Fallen (1998),Crime|Drama|Fantasy|Thriller,1493
1755,Shooting Fish (1997),Comedy|Romance,1494
1756,"Prophecy II, The (1998)",Horror,1495
1757,Fallen Angels (Duo luo tian shi) (1995),Drama|Romance,1496
1759,"Four Days in September (O Que É Isso, Companheiro?) (1997)",Drama,1497
1760,Spice World (1997),Comedy,1498
1762,Deep Rising (1998),Action|Horror|Sci-Fi,1499
1767,Music From Another Room (1998),Drama|Romance,1500
1768,Mother and Son (Mat i syn) (1997),Drama,1501
1769,"Replacement Killers, The (1998)",Action|Crime|Thriller,1502
1770,B. Monkey (1998),Crime|Romance|Thriller,1503
1771,Night Flier (1997),Horror,1504
1772,Blues Brothers 2000 (1998),Action|Comedy|Musical,1505
1773,Tokyo Fist (Tokyo ken) (1995),Action|Drama,1506
1777,"Wedding Singer, The (1998)",Comedy|Romance,1507
1779,Sphere (1998),Sci-Fi|Thriller,1508
1780,Ayn Rand: A Sense of Life (1997),Documentary,1509
1783,Palmetto (1998),Crime|Drama|Mystery|Romance|Thriller,1510
1784,As Good as It Gets (1997),Comedy|Drama|Romance,1511
1785,King of New York (1990),Crime|Thriller,1512
1788,Men with Guns (1997),Action|Drama,1513
1791,Twilight (1998),Crime|Drama|Thriller,1514
1792,U.S. Marshals (1998),Action|Crime|Thriller,1515
1793,Welcome to Woop-Woop (1997),Comedy,1516
1794,Love and Death on Long Island (1997),Comedy|Drama,1517
1795,"Callejón de los milagros, El (1995)",Drama,1518
1797,Everest (1998),Documentary|IMAX,1519
1798,Hush (1998),Thriller,1520
1799,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller,1521
1801,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama,1522
1804,"Newton Boys, The (1998)",Crime|Drama,1523
1805,Wild Things (1998),Crime|Drama|Mystery|Thriller,1524
1806,Paulie (1998),Adventure|Children|Comedy,1525
1807,"Cool, Dry Place, A (1998)",Drama,1526
1809,Fireworks (Hana-bi) (1997),Crime|Drama,1527
1810,Primary Colors (1998),Comedy|Drama,1528
1811,"Niagara, Niagara (1997)",Drama,1529
1812,Wide Awake (1998),Children|Comedy|Drama,1530
1814,"Price Above Rubies, A (1998)",Drama,1531
1816,Two Girls and a Guy (1997),Comedy|Drama,1532
1821,"Object of My Affection, The (1998)",Comedy|Romance,1533
1824,Homegrown (1998),Comedy|Thriller,1534
1825,The Players Club (1998),Comedy|Drama,1535
1827,"Big One, The (1997)",Comedy|Documentary,1536
1829,Chinese Box (1997),Drama|Romance,1537
1831,Lost in Space (1998),Action|Adventure|Sci-Fi,1538
1833,Mercury Rising (1998),Action|Drama|Thriller,1539
1834,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller,1540
1835,City of Angels (1998),Drama|Fantasy|Romance,1541
1836,"Last Days of Disco, The (1998)",Comedy|Drama,1542
1837,"Odd Couple II, The (1998)",Comedy,1543
1839,My Giant (1998),Comedy,1544
1840,He Got Game (1998),Drama,1545
1841,"Gingerbread Man, The (1998)",Drama|Thriller,1546
1844,Live Flesh (Carne trémula) (1997),Drama|Romance,1547
1845,Zero Effect (1998),Comedy|Mystery|Thriller,1548
1846,Nil By Mouth (1997),Drama,1549
1848,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy,1550
1850,"I Love You, Don't Touch Me! (1998)",Drama|Romance,1551
1854,Kissing a Fool (1998),Comedy|Romance,1552
1855,Krippendorf's Tribe (1998),Comedy,1553
1856,Kurt & Courtney (1998),Documentary,1554
1857,"Real Blonde, The (1997)",Comedy,1555
1858,Mr. Nice Guy (Yat goh ho yan) (1997),Action|Comedy,1556
1859,Taste of Cherry (Ta'm e guilass) (1997),Drama,1557
1860,Character (Karakter) (1997),Drama,1558
1861,Junk Mail (Budbringeren) (1997),Comedy|Thriller,1559
1862,Species II (1998),Horror|Sci-Fi,1560
1863,Major League: Back to the Minors (1998),Comedy,1561
1865,Wild Man Blues (1997),Documentary,1562
1866,"Big Hit, The (1998)",Action|Comedy|Crime,1563
1869,Black Dog (1998),Action|Thriller,1564
1870,"Dancer, Texas Pop. 81 (1998)",Comedy|Drama,1565
1871,"Friend of the Deceased, A (Priyatel pokonika) (1997)",Comedy|Drama,1566
1872,Go Now (1995),Drama,1567
1873,"Misérables, Les (1998)",Crime|Drama|Romance|War,1568
1874,Still Breathing (1997),Comedy|Romance,1569
1875,Clockwatchers (1997),Comedy,1570
1876,Deep Impact (1998),Drama|Sci-Fi|Thriller,1571
1879,"Hanging Garden, The (1997)",Drama|Romance,1572
1880,Lawn Dogs (1997),Drama,1573
1881,Quest for Camelot (1998),Adventure|Animation|Children|Fantasy|Musical,1574
1882,Godzilla (1998),Action|Sci-Fi|Thriller,1575
1883,Bulworth (1998),Comedy|Drama|Romance,1576
1884,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama,1577
1885,"Opposite of Sex, The (1998)",Comedy|Drama|Romance,1578
1887,Almost Heroes (1998),Adventure|Comedy|Western,1579
1888,Hope Floats (1998),Comedy|Drama|Romance,1580
1889,Insomnia (1997),Drama|Mystery|Thriller,1581
1891,"Ugly, The (1997)",Horror|Thriller,1582
1892,"Perfect Murder, A (1998)",Thriller,1583
1893,Beyond Silence (Jenseits der Stille) (1996),Drama,1584
1894,Six Days Seven Nights (1998),Adventure|Comedy|Romance,1585
1895,Can't Hardly Wait (1998),Comedy|Drama|Romance,1586
1896,Cousin Bette (1998),Comedy,1587
1897,High Art (1998),Drama|Romance,1588
1898,"Land Girls, The (1998)",Drama|War,1589
1899,Passion in the Desert (1998),Adventure|Drama,1590
1900,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Comedy|Drama,1591
1901,Dear Jesse (1997),Documentary,1592
1902,Dream for an Insomniac (1996),Drama|Romance,1593
1904,Henry Fool (1997),Comedy|Drama,1594
1906,Mr. Jealousy (1997),Comedy|Romance,1595
1907,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance,1596
1909,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller,1597
1910,I Went Down (1997),Comedy|Crime|Drama,1598
1911,Dr. Dolittle (1998),Comedy,1599
1912,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,1600
1913,Picnic at Hanging Rock (1975),Drama|Mystery,1601
1914,Smoke Signals (1998),Comedy|Drama,1602
1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance,1603
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,1604
1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller,1605
1919,Madeline (1998),Children|Comedy,1606
1920,Small Soldiers (1998),Animation|Children|Fantasy|War,1607
1921,Pi (1998),Drama|Sci-Fi|Thriller,1608
1922,Whatever (1998),Drama,1609
1923,There's Something About Mary (1998),Comedy|Romance,1610
1924,Plan 9 from Outer Space (1959),Horror|Sci-Fi,1611
1925,Wings (1927),Action|Drama|Romance|War,1612
1926,"Broadway Melody, The (1929)",Musical,1613
1927,All Quiet on the Western Front (1930),Action|Drama|War,1614
1928,Cimarron (1931),Drama|Western,1615
1929,Grand Hotel (1932),Drama|Romance,1616
1931,Mutiny on the Bounty (1935),Adventure|Drama,1617
1932,"Great Ziegfeld, The (1936)",Drama|Musical,1618
1933,"Life of Emile Zola, The (1937)",Drama,1619
1934,You Can't Take It with You (1938),Comedy|Romance,1620
1935,How Green Was My Valley (1941),Drama|Musical|Romance,1621
1936,Mrs. Miniver (1942),Drama|War,1622
1937,Going My Way (1944),Comedy|Drama|Musical,1623
1938,"Lost Weekend, The (1945)",Drama,1624
1939,"Best Years of Our Lives, The (1946)",Drama|War,1625
1940,Gentleman's Agreement (1947),Drama,1626
1941,Hamlet (1948),Drama,1627
1942,All the King's Men (1949),Drama,1628
1943,"Greatest Show on Earth, The (1952)",Drama,1629
1944,From Here to Eternity (1953),Drama|Romance|War,1630
1945,On the Waterfront (1954),Crime|Drama,1631
1946,Marty (1955),Drama|Romance,1632
1947,West Side Story (1961),Drama|Musical|Romance,1633
1948,Tom Jones (1963),Adventure|Comedy|Romance,1634
1949,"Man for All Seasons, A (1966)",Drama,1635
1950,In the Heat of the Night (1967),Drama|Mystery,1636
1951,Oliver! (1968),Drama|Musical,1637
1952,Midnight Cowboy (1969),Drama,1638
1953,"French Connection, The (1971)",Action|Crime|Thriller,1639
1954,Rocky (1976),Drama,1640
1955,Kramer vs. Kramer (1979),Drama,1641
1956,Ordinary People (1980),Drama,1642
1957,Chariots of Fire (1981),Drama,1643
1958,Terms of Endearment (1983),Comedy|Drama,1644
1959,Out of Africa (1985),Drama|Romance,1645
1960,"Last Emperor, The (1987)",Drama,1646
1961,Rain Man (1988),Drama,1647
1962,Driving Miss Daisy (1989),Drama,1648
1963,Take the Money and Run (1969),Comedy|Crime,1649
1964,Klute (1971),Drama|Mystery,1650
1965,Repo Man (1984),Comedy|Sci-Fi,1651
1966,Metropolitan (1990),Comedy,1652
1967,Labyrinth (1986),Adventure|Fantasy|Musical,1653
1968,"Breakfast Club, The (1985)",Comedy|Drama,1654
1969,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror,1655
1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller,1656
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller,1657
1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror,1658
1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",Horror,1659
1974,Friday the 13th (1980),Horror|Mystery|Thriller,1660
1975,Friday the 13th Part 2 (1981),Horror,1661
1976,Friday the 13th Part 3: 3D (1982),Horror,1662
1977,Friday the 13th Part IV: The Final Chapter (1984),Horror,1663
1978,Friday the 13th Part V: A New Beginning (1985),Horror,1664
1979,Friday the 13th Part VI: Jason Lives (1986),Horror,1665
1980,Friday the 13th Part VII: The New Blood (1988),Horror,1666
1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror,1667
1982,Halloween (1978),Horror,1668
1983,Halloween II (1981),Horror,1669
1984,Halloween III: Season of the Witch (1982),Horror,1670
1985,Halloween 4: The Return of Michael Myers (1988),Horror,1671
1986,Halloween 5: The Revenge of Michael Myers (1989),Horror,1672
1987,Prom Night (1980),Horror,1673
1988,Prom Night II (1987),Horror|Thriller,1674
1991,Child's Play (1988),Horror|Thriller,1675
1992,Child's Play 2 (1990),Horror|Thriller,1676
1993,Child's Play 3 (1991),Comedy|Horror|Thriller,1677
1994,Poltergeist (1982),Horror|Thriller,1678
1995,Poltergeist II: The Other Side (1986),Horror|Thriller,1679
1996,Poltergeist III (1988),Horror|Thriller,1680
1997,"Exorcist, The (1973)",Horror|Mystery,1681
1998,Exorcist II: The Heretic (1977),Horror,1682
1999,"Exorcist III, The (1990)",Horror,1683
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,1684
2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,1685
2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,1686
2003,Gremlins (1984),Comedy|Horror,1687
2004,Gremlins 2: The New Batch (1990),Comedy|Horror,1688
2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,1689
2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance,1690
2007,Polish Wedding (1998),Comedy,1691
2009,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller,1692
2010,Metropolis (1927),Drama|Sci-Fi,1693
2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,1694
2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,1695
2013,"Poseidon Adventure, The (1972)",Action|Adventure|Drama,1696
2014,Freaky Friday (1977),Children|Comedy|Fantasy,1697
2015,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy,1698
